referenceDate,valeurDate,availDate,transactionCode,documentNr,notes,amountDebit,amountCredit,balance
5/25/2022,5/22/2022,5/25/2022,69,060-001140000086563,JUMBO AEE PREVEZA PERIOXH TZ GR,8.57,0.00,"15,204.80"
5/26/2022,5/26/2022,5/26/2022,200,001-000210000056799,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,651.72,"15,856.52"
5/26/2022,5/24/2022,5/26/2022,69,001-001140001478905,MY MARKET 594 ARTA METAMORFOSI GR,1.83,0.00,"15,854.69"
5/26/2022,5/24/2022,5/26/2022,69,001-001140001479271,MY MARKET 594 ARTA METAMORFOSI GR,3.91,0.00,"15,850.78"
5/27/2022,5/25/2022,5/27/2022,69,001-001140001482509,TSIROGIANNIS PERIKLI ARTA GR,30.00,0.00,"15,820.78"
5/27/2022,5/24/2022,5/27/2022,69,001-001140001482646,METRO 108 ARTA THESI TOP GR,14.47,0.00,"15,806.31"
5/27/2022,5/25/2022,5/27/2022,69,001-001140001482957,YE SENMIAO YU DONG ARTA GR,7.00,0.00,"15,799.31"
5/27/2022,5/25/2022,5/27/2022,69,001-001140001483165,TSIROGIANNIS PERIKLI ARTA GR,20.00,0.00,"15,779.31"
5/27/2022,5/24/2022,5/27/2022,69,050-001140000062049,BP ARTA GR,5.13,0.00,"15,774.18"
5/30/2022,5/25/2022,5/30/2022,69,001-001140001484354,S/M AGGELIS ARTA GR,6.00,0.00,"15,768.18"
5/30/2022,5/26/2022,5/30/2022,69,010-001140000218642,SIAPLAOURAS PANAGI ARTA GR,1.50,0.00,"15,766.68"
5/31/2022,5/28/2022,5/31/2022,69,001-001140001487778,AFOI NANI OE ARTA GR,15.00,0.00,"15,751.68"
5/31/2022,5/27/2022,5/31/2022,69,001-001140001488399,FARMAKIO ANAST PETSA ARTA GR,5.12,0.00,"15,746.56"
5/31/2022,5/25/2022,5/31/2022,69,010-001140000220522,SOUTA OLGA ARTA GR,2.50,0.00,"15,744.06"
5/31/2022,5/27/2022,5/31/2022,69,050-001140000062917,GKARTZONIS KONSTAN ARTA GR,2.80,0.00,"15,741.26"
5/31/2022,5/26/2022,5/31/2022,69,060-001140000089483,S/M AGGELIS ARTA GR,1.21,0.00,"15,740.05"
5/31/2022,5/28/2022,5/31/2022,69,080-001140000077797,MY MARKET 594 ARTA METAMORFOSI GR,4.04,0.00,"15,736.01"
5/31/2022,5/26/2022,5/31/2022,69,080-001140000077808,BP ARTA GR,20.00,0.00,"15,716.01"
6/1/2022,5/30/2022,6/1/2022,69,001-001140001491505,MY MARKET 594 ARTA METAMORFOSI GR,8.18,0.00,"15,707.83"
6/1/2022,5/28/2022,6/1/2022,69,001-001140001491698,IOANNIS ZIRAS KOMMENOY 7 GR,10.35,0.00,"15,697.48"
6/1/2022,5/29/2022,6/1/2022,69,001-001140001492138,MYRTEA AE IOANNINA GR,10.00,0.00,"15,687.48"
6/1/2022,5/30/2022,6/1/2022,69,010-001140000221812,SIAPLAOURAS PANAGI ARTA GR,3.30,0.00,"15,684.18"
6/1/2022,5/28/2022,6/1/2022,69,080-001140000078481,LIDL ARTA 150 ARTA GR,26.52,0.00,"15,657.66"
6/1/2022,5/27/2022,6/1/2022,69,080-001140000078511,SKLAVENITIS ARTA ARTA GR,6.93,0.00,"15,650.73"
6/7/2022,6/3/2022,6/7/2022,69,001-001140001501082,BP ARTA GR,5.00,0.00,"15,645.73"
6/9/2022,6/9/2022,6/9/2022,200,001-000660000031753,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,651.72,"16,297.45"
6/9/2022,6/9/2022,6/9/2022,106,080-001120000043298,ΑΝΑΛΗΨΗ ΑΠΟ ATM,280.00,0.00,"16,017.45"
6/16/2022,6/12/2022,6/16/2022,69,010-001140000230590,TO SERRAIKON IERA ODOS GR,2.00,0.00,"16,015.45"
6/17/2022,6/11/2022,6/17/2022,69,001-001140001519940,KREMMYDAS NIKIFOROS AIGALEO GR,6.58,0.00,"16,008.87"
6/17/2022,6/9/2022,6/17/2022,69,001-001140001520261,SKLAVENITIS AIGALEO ATHINA GR,13.60,0.00,"15,995.27"
6/17/2022,6/10/2022,6/17/2022,69,030-001140000141148,GOCOV ANATOLIY AIGALEO GR,23.00,0.00,"15,972.27"
6/17/2022,6/11/2022,6/17/2022,69,080-001140000083631,MEDITERRANEO_HOSPITAL GLIFADA GR,10.00,0.00,"15,962.27"
6/17/2022,6/12/2022,6/17/2022,69,080-001140000083790,KORIFI OE ARTA GR,6.80,0.00,"15,955.47"
6/20/2022,6/15/2022,6/20/2022,69,001-001140001523115,LIDL ARTA 150 ARTA GR,17.92,0.00,"15,937.55"
6/20/2022,6/15/2022,6/20/2022,69,010-001140000232924,SKLAVENITIS ARTA ARTA GR,14.58,0.00,"15,922.97"
6/22/2022,6/17/2022,6/22/2022,69,030-001140000143954,A TZOUVARAS K SIA EE AGIOY KONS GR,5.00,0.00,"15,917.97"
6/22/2022,6/22/2022,6/22/2022,106,080-001120000043943,ΑΝΑΛΗΨΗ ΑΠΟ ATM,110.00,0.00,"15,807.97"
6/24/2022,6/24/2022,6/24/2022,200,001-000660000032873,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,651.72,"16,459.69"
6/24/2022,6/22/2022,6/24/2022,69,001-001140001533490,MPRIZOLADES ARTA GR,3.00,0.00,"16,456.69"
6/29/2022,6/27/2022,6/29/2022,69,030-001140000148010,MY MARKET 594 ARTA METAMORFOSI GR,4.95,0.00,"16,451.74"
6/30/2022,7/1/2022,6/30/2022,115,ΤΤ - 0010018349268,Flows Interests,0.00,0.00,"16,451.74"
6/30/2022,7/1/2022,6/30/2022,116,ΤΤ - 0010018349268,Flows Interests,0.00,25.60,"16,477.34"
6/30/2022,7/1/2022,6/30/2022,117,ΤΤ - 0010018349268,Flows Interests,3.84,0.00,"16,473.50"
6/30/2022,7/1/2022,6/30/2022,118,ΤΤ - 0010018349268,Flows Interests,0.00,0.00,"16,473.50"
7/1/2022,6/29/2022,7/1/2022,69,001-001140001547567,IPIROS DISCOUNT ARTA GR,2.39,0.00,"16,471.11"
7/5/2022,7/5/2022,7/5/2022,106,080-001120000044685,ΑΝΑΛΗΨΗ ΑΠΟ ATM,80.00,0.00,"16,391.11"
7/11/2022,7/6/2022,7/11/2022,69,001-001140001570241,LIDL ARTA GR,34.00,0.00,"16,357.11"
7/12/2022,7/12/2022,7/12/2022,200,001-000660000036407,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,651.72,"17,008.83"
7/15/2022,7/15/2022,7/15/2022,200,001-000660000037693,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,181.47,"17,190.30"
7/19/2022,7/17/2022,7/19/2022,69,001-001140001588288,PAPAGEORGIOU DIMOS THESSALONIKI GR,1.30,0.00,"17,189.00"
7/19/2022,7/17/2022,7/19/2022,69,080-001140000096879,PAPAGEORGIOU DIMOS THESSALONIKI GR,3.85,0.00,"17,185.15"
7/21/2022,7/19/2022,7/21/2022,69,001-001140001592422,MARIBA E.E. THERMI THESSA GR,16.99,0.00,"17,168.16"
7/22/2022,7/19/2022,7/22/2022,69,001-001140001594668,THE MART KALAMARIA GR,13.52,0.00,"17,154.64"
7/26/2022,7/26/2022,7/26/2022,200,001-000660000038871,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,651.72,"17,806.36"
8/11/2022,8/11/2022,8/11/2022,200,001-000660000042303,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,651.72,"18,458.08"
8/25/2022,8/25/2022,8/25/2022,200,001-000990000014620,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,642.38,"19,100.46"
9/9/2022,9/9/2022,9/9/2022,1,080-000940000012034,ΑΝΑΛΗΨΗ  ΜΕΤΡΗΤΩΝ,250.00,0.00,"18,850.46"
9/12/2022,9/12/2022,9/12/2022,200,001-000660000043577,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,642.37,"19,492.83"
9/12/2022,9/12/2022,9/12/2022,1,080-000940000012087,ΑΝΑΛΗΨΗ  ΜΕΤΡΗΤΩΝ,200.00,0.00,"19,292.83"
9/26/2022,9/26/2022,9/26/2022,200,001-000660000045549,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,732.36,"20,025.19"
10/6/2022,10/4/2022,10/6/2022,69,001-001140001741470,KOUKOGIANNI MAGDALIN ARTA GR,2.00,0.00,"20,023.19"
10/6/2022,10/4/2022,10/6/2022,69,010-001140000316501,K KALOGIROU IKE ARTA GR,20.00,0.00,"20,003.19"
10/6/2022,10/4/2022,10/6/2022,69,080-001140000125414,CRISOBALANTO MPAKALIDI KATERINI GR,15.00,0.00,"19,988.19"
10/6/2022,10/4/2022,10/6/2022,69,080-001140000125499,CRISOBALANTO MPAKALIDI KATERINI GR,10.00,0.00,"19,978.19"
10/7/2022,10/5/2022,10/7/2022,69,001-001140001743652,IPEIROTIKI FUELS PG E E THESPROTIAS GR,30.00,0.00,"19,948.19"
10/7/2022,10/5/2022,10/7/2022,69,080-001140000125743,IPEIROTIKI FUELS PG E E THESPROTIAS GR,30.00,0.00,"19,918.19"
10/10/2022,10/5/2022,10/10/2022,69,050-001140000103239,METRO 108 ARTA THESI TOP GR,6.92,0.00,"19,911.27"
10/11/2022,10/7/2022,10/11/2022,69,001-001140001749997,AB_ARTA_538 ARTA GR,10.68,0.00,"19,900.59"
10/11/2022,10/8/2022,10/11/2022,69,080-001140000126384,WU XINYI MINGSONG ARTA GR,4.00,0.00,"19,896.59"
10/11/2022,10/8/2022,10/11/2022,69,080-001140000126588,MY MARKET 594 ARTA METAMORFOSI GR,11.52,0.00,"19,885.07"
10/12/2022,10/12/2022,10/12/2022,200,001-000660000050325,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,664.87,"20,549.94"
10/12/2022,10/8/2022,10/12/2022,69,001-001140001752039,FOTIS HOME A ZARRA KA GR,2.92,0.00,"20,547.02"
10/12/2022,10/7/2022,10/12/2022,69,001-001140001752552,LIDL ARTA 150 ARTA GR,30.68,0.00,"20,516.34"
10/12/2022,10/10/2022,10/12/2022,69,080-001140000126846,KIMOLIA ARTA GR,0.20,0.00,"20,516.14"
10/13/2022,10/11/2022,10/13/2022,69,001-001140001754310,MALAKOS VASILEIOS ARTA GR,3.90,0.00,"20,512.24"
10/14/2022,10/11/2022,10/14/2022,69,001-001140001756041,DOULAGIANNAKIS CH CO OE ARTA GR,14.00,0.00,"20,498.24"
10/14/2022,10/11/2022,10/14/2022,69,001-001140001756245,SYNETERISMOS YDRAYLIKON A ARTA GR,9.20,0.00,"20,489.04"
10/14/2022,10/11/2022,10/14/2022,69,080-001140000127498,SKORILAS VISSARION ARTA GR,10.00,0.00,"20,479.04"
10/18/2022,10/13/2022,10/18/2022,69,001-001140001763082,ELTA ARTAS 3059 AMVRAKIAS GR,6.00,0.00,"20,473.04"
10/18/2022,10/15/2022,10/18/2022,69,001-001140001763210,ZORBA FRIDERIKI ARTA GR,5.00,0.00,"20,468.04"
10/18/2022,10/15/2022,10/18/2022,69,050-001140000104253,THEODOROU GEORGIOS ARTA GR,8.40,0.00,"20,459.64"
10/19/2022,10/17/2022,10/19/2022,69,001-001140001765169,IPEIROTIKI FUELS PG E E THESPROTIAS GR,47.73,0.00,"20,411.91"
10/19/2022,10/17/2022,10/19/2022,69,080-001140000128608,MY MARKET 594 ARTA METAMORFOSI GR,2.50,0.00,"20,409.41"
10/20/2022,10/17/2022,10/20/2022,69,001-001140001767003,LIDL ARTA 832 ARTA GR,10.01,0.00,"20,399.40"
10/21/2022,10/19/2022,10/21/2022,69,010-001140000324199,CAFESIHNO LTD ARTA GR,7.93,0.00,"20,391.47"
10/24/2022,10/20/2022,10/24/2022,69,080-001140000129526,S/M AGGELIS ARTA GR,2.34,0.00,"20,389.13"
10/24/2022,10/19/2022,10/24/2022,69,080-001140000129626,AB_ARTA_538 ARTA GR,10.09,0.00,"20,379.04"
10/25/2022,10/22/2022,10/25/2022,69,010-001140000325943,SKLAVENITIS_G.PAPANDRE IOANNINA GR,9.83,0.00,"20,369.21"
10/25/2022,10/22/2022,10/25/2022,69,070-001140000119992,KOUTSIKOS DIMITRIO ARTA GR,1.90,0.00,"20,367.31"
10/25/2022,10/22/2022,10/25/2022,69,080-001140000129748,MANTZIOS IOANNINA GR,2.43,0.00,"20,364.88"
10/25/2022,10/20/2022,10/25/2022,69,080-001140000129822,AB_ARTA_538 ARTA GR,5.43,0.00,"20,359.45"
10/26/2022,10/26/2022,10/26/2022,200,001-000660000051764,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,664.88,"21,024.33"
10/26/2022,10/22/2022,10/26/2022,69,001-001140001776865,IOANNIS ZIRAS KOMMENOY 7 GR,12.06,0.00,"21,012.27"
10/26/2022,10/24/2022,10/26/2022,69,010-001140000326639,GIOTIS ANTONIOS ARTA GR,25.00,0.00,"20,987.27"
10/26/2022,10/22/2022,10/26/2022,69,010-001140000326706,TIP TOP N SKOUFA 1 GR,2.40,0.00,"20,984.87"
10/26/2022,10/22/2022,10/26/2022,69,010-001140000326996,BALSAMICO PLATEIA NE GR,28.50,0.00,"20,956.37"
10/26/2022,10/26/2022,10/26/2022,106,080-001120000050707,ΑΝΑΛΗΨΗ ΑΠΟ ATM,160.00,0.00,"20,796.37"
10/26/2022,10/22/2022,10/26/2022,69,080-001140000130555,SKORILAS VISSARION ARTA GR,16.00,0.00,"20,780.37"
10/31/2022,10/24/2022,10/31/2022,69,030-001140000214342,LIDL ARTA GR,14.64,0.00,"20,765.73"
11/1/2022,10/26/2022,11/1/2022,69,001-001140001788146,DIAMANTIS MASOUTIS SA ARTA GR,12.60,0.00,"20,753.13"
11/1/2022,10/28/2022,11/1/2022,69,050-001140000105855,ARCHONTIKO SOCHOS GR,30.00,0.00,"20,723.13"
11/1/2022,10/28/2022,11/1/2022,69,080-001140000131679,FREGGIO THESSALONIKI GR,1.40,0.00,"20,721.73"
11/2/2022,10/30/2022,11/2/2022,69,001-001140001789530,DIODIA MALGARON CHTH 298.5 GR,1.20,0.00,"20,720.53"
11/2/2022,10/29/2022,11/2/2022,69,001-001140001789625,EVANGELOS TZIMOGIANNIS ZAGKLIVERI GR,13.30,0.00,"20,707.23"
11/2/2022,10/28/2022,11/2/2022,69,001-001140001789662,KOSTAS VARVALIOS MEGALOY AL GR,6.10,0.00,"20,701.13"
11/2/2022,10/30/2022,11/2/2022,69,001-001140001790112,DIODIA POLYMYLOY CHTH 227.5 GR,1.40,0.00,"20,699.73"
11/2/2022,10/30/2022,11/2/2022,69,001-001140001790157,EOAE SIATISTA CHTH 186 1 GR,1.50,0.00,"20,698.23"
11/2/2022,10/31/2022,11/2/2022,69,010-001140000330814,ON THE ROAD ARTA GR,1.50,0.00,"20,696.73"
11/2/2022,10/29/2022,11/2/2022,69,080-001140000132274,SOLARLIGHT THESSALONIKI GR,3.50,0.00,"20,693.23"
11/2/2022,10/27/2022,11/2/2022,69,080-001140000132444,ZIOUTAS ARISTEIDIS POLYTECHNE GR,3.50,0.00,"20,689.73"
11/2/2022,10/30/2022,11/2/2022,69,080-001140000132555,DIODIA PAMVOTIDAS CHTH 77000 GR,1.20,0.00,"20,688.53"
11/2/2022,10/30/2022,11/2/2022,69,080-001140000132563,DIODIA MALAKASIOU CHTH 11800 GR,1.40,0.00,"20,687.13"
11/5/2022,11/5/2022,11/5/2022,106,080-001120000051298,ΑΝΑΛΗΨΗ ΑΠΟ ATM,80.00,0.00,"20,607.13"
11/8/2022,11/3/2022,11/8/2022,69,001-001140001798940,SOUTA OLGA ARTA GR,5.00,0.00,"20,602.13"
11/8/2022,11/5/2022,11/8/2022,69,001-001140001799675,ARAVANI  KALLIOPI SAVV ARTA GR,2.20,0.00,"20,599.93"
11/8/2022,11/5/2022,11/8/2022,69,001-001140001800079,MY MARKET 594 ARTA METAMORFOSI GR,5.89,0.00,"20,594.04"
11/8/2022,11/6/2022,11/8/2022,69,010-001140000333478,K KALOGIROU IKE ARTA GR,3.00,0.00,"20,591.04"
11/9/2022,11/4/2022,11/9/2022,69,001-001140001803312,SOUTA OLGA ARTA GR,2.50,0.00,"20,588.54"
11/9/2022,11/6/2022,11/9/2022,69,001-001140001803903,SOUTA OLGA ARTA GR,2.50,0.00,"20,586.04"
11/10/2022,11/10/2022,11/10/2022,200,001-000990000024266,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,664.87,"21,250.91"
11/10/2022,11/8/2022,11/10/2022,69,001-001140001805713,K TROMPOUKIS KAI YIO ARTA GR,11.02,0.00,"21,239.89"
11/10/2022,11/8/2022,11/10/2022,69,080-001140000134362,IPEIROTIKI FUELS PG E E THESPROTIAS GR,49.99,0.00,"21,189.90"
11/10/2022,11/8/2022,11/10/2022,69,080-001140000134399,IPEIROTIKI FUELS PG E E THESPROTIAS GR,20.00,0.00,"21,169.90"
11/11/2022,11/8/2022,11/11/2022,69,001-001140001807333,AB_ARTA_538 ARTA GR,9.59,0.00,"21,160.31"
11/11/2022,11/9/2022,11/11/2022,69,080-001140000134624,MY MARKET 594 ARTA METAMORFOSI GR,2.46,0.00,"21,157.85"
11/11/2022,11/9/2022,11/11/2022,69,080-001140000134634,KOUTSIKOS DIMITRIO ARTA GR,1.80,0.00,"21,156.05"
11/14/2022,11/10/2022,11/14/2022,69,001-001140001810401,MY MARKET 594 ARTA METAMORFOSI GR,3.41,0.00,"21,152.64"
11/15/2022,11/11/2022,11/15/2022,69,001-001140001812958,TOMOUTZOGLOU & CO ARTA GR,1.00,0.00,"21,151.64"
11/15/2022,11/11/2022,11/15/2022,69,080-001140000135127,AB_ARTA_538 ARTA GR,2.67,0.00,"21,148.97"
11/15/2022,11/10/2022,11/15/2022,69,080-001140000135137,SOUTA OLGA ARTA GR,2.50,0.00,"21,146.47"
11/16/2022,11/12/2022,11/16/2022,69,001-001140001815828,KARPOYZA ARISTEA ARTA GR,75.00,0.00,"21,071.47"
11/16/2022,11/11/2022,11/16/2022,69,001-001140001815836,SOUTA OLGA ARTA GR,2.50,0.00,"21,068.97"
11/16/2022,11/12/2022,11/16/2022,69,001-001140001815902,SKORILAS VISSARION ARTA GR,6.00,0.00,"21,062.97"
11/16/2022,11/14/2022,11/16/2022,69,001-001140001815917,KAFE AROMA ARTA GR,2.60,0.00,"21,060.37"
11/17/2022,11/15/2022,11/17/2022,69,001-001140001817266,MY MARKET 594 ARTA METAMORFOSI GR,2.67,0.00,"21,057.70"
11/17/2022,11/15/2022,11/17/2022,69,080-001140000135983,KOUTSIKOS DIMITRIO ARTA GR,1.30,0.00,"21,056.40"
11/17/2022,11/15/2022,11/17/2022,69,080-001140000135990,A GKARTZIOS  V PAPPA ARTA GR,15.00,0.00,"21,041.40"
11/18/2022,11/14/2022,11/18/2022,69,070-001140000124697,FARMAKEIA PAPANIKOLAOU X& ARTA GR,3.50,0.00,"21,037.90"
11/22/2022,11/19/2022,11/22/2022,69,001-001140001823075,AB_ARTA_538 ARTA GR,23.95,0.00,"21,013.95"
11/22/2022,11/19/2022,11/22/2022,69,080-001140000136858,KOUTSIKOS DIMITRIO ARTA GR,1.20,0.00,"21,012.75"
11/22/2022,11/19/2022,11/22/2022,69,080-001140000136863,DIAMANTIS VASILEIOS ARTA GR,3.30,0.00,"21,009.45"
11/22/2022,11/19/2022,11/22/2022,69,080-001140000136935,LIDL ARTA GR,20.52,0.00,"20,988.93"
11/22/2022,11/17/2022,11/22/2022,69,080-001140000136985,SOUTA OLGA ARTA GR,2.50,0.00,"20,986.43"
11/23/2022,11/20/2022,11/23/2022,69,080-001140000137462,PAPPAS THEOFILOS .        A GR,3.50,0.00,"20,982.93"
11/23/2022,11/18/2022,11/23/2022,69,080-001140000137466,SOUTA OLGA ARTA GR,2.50,0.00,"20,980.43"
11/23/2022,11/18/2022,11/23/2022,69,080-001140000137484,FOTIS HOME A ZARRA KA GR,2.73,0.00,"20,977.70"
11/23/2022,11/19/2022,11/23/2022,69,080-001140000137499,LIDL ARTA 150 ARTA GR,23.76,0.00,"20,953.94"
11/24/2022,11/24/2022,11/24/2022,200,001-000990000025677,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,664.88,"21,618.82"
11/24/2022,11/24/2022,11/24/2022,106,080-001120000052144,ΑΝΑΛΗΨΗ ΑΠΟ ATM,80.00,0.00,"21,538.82"
11/25/2022,11/22/2022,11/25/2022,69,080-001140000138096,SOUTA OLGA ARTA GR,2.00,0.00,"21,536.82"
11/29/2022,11/23/2022,11/29/2022,69,001-001140001832536,LYKOS ARTA GR,3.50,0.00,"21,533.32"
11/29/2022,11/24/2022,11/29/2022,69,001-001140001832626,IPIROS DISCOUNT ARTA GR,2.14,0.00,"21,531.18"
11/29/2022,11/26/2022,11/29/2022,69,001-001140001833197,PAPAGEORGIOU DIMOS THESSALONIKI GR,1.30,0.00,"21,529.88"
11/29/2022,11/26/2022,11/29/2022,69,001-001140001833338,PAPAGEORGIOU DIMOS THESSALONIKI GR,8.45,0.00,"21,521.43"
11/29/2022,11/25/2022,11/29/2022,69,001-001140001833752,SIAPLAOURAS PANAGI ARTA GR,24.00,0.00,"21,497.43"
11/29/2022,11/27/2022,11/29/2022,69,001-001140001833805,TAVASJA  FILE MARK KALAMARIA GR,3.00,0.00,"21,494.43"
11/29/2022,11/27/2022,11/29/2022,69,001-001140001833867,INVICTUS THESSALONIKI GR,35.00,0.00,"21,459.43"
11/29/2022,11/26/2022,11/29/2022,69,010-001140000344301,ANATOLI AE CHARILAOU THE GR,10.46,0.00,"21,448.97"
11/29/2022,11/25/2022,11/29/2022,69,010-001140000344798,4089 MAKRAION ARTA A ARTA GR,30.01,0.00,"21,418.96"
11/29/2022,11/26/2022,11/29/2022,69,030-001140000226541,KIOSSES KONSTANTINOS THESSALONIKI GR,750.00,0.00,"20,668.96"
11/29/2022,11/24/2022,11/29/2022,69,080-001140000138703,ARAVANI  KALLIOPI SAVV ARTA GR,1.20,0.00,"20,667.76"
11/29/2022,11/27/2022,11/29/2022,69,080-001140000138745,CHATZOPOULOS DIMITRI POLICHNI THES GR,7.50,0.00,"20,660.26"
11/29/2022,11/26/2022,11/29/2022,69,080-001140000138799,FREGGIO THESSALONIKI GR,1.40,0.00,"20,658.86"
11/29/2022,11/27/2022,11/29/2022,69,080-001140000139152,NIFIOTOU MARIA THESSALONIKI GR,3.70,0.00,"20,655.16"
11/30/2022,11/26/2022,11/30/2022,69,010-001140000345489,ELIN CHATZIAVRAAM KONSTANTIN GR,10.00,0.00,"20,645.16"
11/30/2022,11/28/2022,11/30/2022,69,010-001140000345647,APO PIRA THESSALONIKI GR,4.80,0.00,"20,640.36"
11/30/2022,11/28/2022,11/30/2022,69,080-001140000139437,PAPAGEORGIOU DIMOS THESSALONIKI GR,7.00,0.00,"20,633.36"
12/1/2022,11/29/2022,12/1/2022,69,030-001140000228162,EN KARPO THESSALONIKI GR,4.60,0.00,"20,628.76"
12/2/2022,11/29/2022,12/2/2022,69,001-001140001839914,SKLAVENITIS_CHARILAOU CHARILAOU THE GR,11.04,0.00,"20,617.72"
12/2/2022,11/30/2022,12/2/2022,69,030-001140000228532,EN KARPO THESSALONIKI GR,7.90,0.00,"20,609.82"
12/2/2022,11/29/2022,12/2/2022,69,080-001140000140022,SHELL PYLAIA GR,20.00,0.00,"20,589.82"
12/2/2022,11/30/2022,12/2/2022,69,080-001140000140035,IOANNIDOU VASILIKI THESSALONIKI GR,1.07,0.00,"20,588.75"
12/5/2022,11/26/2022,12/5/2022,69,001-001140001846863,TZOLOS PANAGIOTIS THESSALONIKI GR,3.20,0.00,"20,585.55"
12/5/2022,11/30/2022,12/5/2022,69,001-001140001846879,DIODIA MALGARON CHTH 298.5 GR,1.20,0.00,"20,584.35"
12/5/2022,12/5/2022,12/5/2022,106,080-001120000052844,ΑΝΑΛΗΨΗ ΑΠΟ ATM,160.00,0.00,"20,424.35"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140267,EOAE SIATISTA CHTH 186 1 GR,1.50,0.00,"20,422.85"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140270,BEAUTY FREE AGIAS SOFI GR,6.97,0.00,"20,415.88"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140277,BAZAAR AE EVOSMOS GR,1.60,0.00,"20,414.28"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140285,DIODIA MALAKASIOU CHTH 11800 GR,1.40,0.00,"20,412.88"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140286,DIODIA POLYMYLOY CHTH 227.5 GR,1.40,0.00,"20,411.48"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140309,FREGGIO THESSALONIKI GR,1.40,0.00,"20,410.08"
12/5/2022,11/30/2022,12/5/2022,69,080-001140000140315,DIODIA PAMVOTIDAS CHTH 77000 GR,1.20,0.00,"20,408.88"
12/6/2022,12/2/2022,12/6/2022,69,001-001140001848574,KOUTSIKOS DIMITRIO ARTA GR,0.70,0.00,"20,408.18"
12/6/2022,12/4/2022,12/6/2022,69,001-001140001848656,NASOYLAS GEORGIOS SOTI ARTA GR,3.00,0.00,"20,405.18"
12/6/2022,11/30/2022,12/6/2022,69,050-001140000110022,STAMOULI GARIFALIA THESSALONIKI GR,20.00,0.00,"20,385.18"
12/6/2022,12/3/2022,12/6/2022,69,070-001140000128233,SKORILAS VISSARION ARTA GR,14.50,0.00,"20,370.68"
12/6/2022,12/3/2022,12/6/2022,69,080-001140000140702,XINOS CHRISTOS ARTA GR,0.70,0.00,"20,369.98"
12/7/2022,12/5/2022,12/7/2022,69,001-001140001851037,IPIROS DISCOUNT ARTA GR,6.83,0.00,"20,363.15"
12/7/2022,12/4/2022,12/7/2022,69,001-001140001851114,PAPPAS THEOFILOS .        A GR,3.50,0.00,"20,359.65"
12/7/2022,12/2/2022,12/7/2022,69,080-001140000141160,SOUTA OLGA ARTA GR,4.50,0.00,"20,355.15"
12/9/2022,12/6/2022,12/9/2022,69,001-001140001853532,AB_ARTA_538 ARTA GR,1.58,0.00,"20,353.57"
12/9/2022,12/7/2022,12/9/2022,69,030-001140000230998,CAFESIHNO LTD ARTA GR,6.60,0.00,"20,346.97"
12/12/2022,12/12/2022,12/12/2022,200,001-000990000028045,ΕΙΣΕΡΧΟΜΕΝΟ ΕΜΒΑΣΜΑ CREDIT TRANSFER,0.00,664.87,"21,011.84"
12/12/2022,12/8/2022,12/12/2022,69,001-001140001857270,IPIROS DISCOUNT ARTA GR,5.77,0.00,"21,006.07"
12/12/2022,12/7/2022,12/12/2022,69,001-001140001857313,1 EURO MPANIAS PSILIKA ARTA GR,4.00,0.00,"21,002.07"
12/12/2022,12/8/2022,12/12/2022,69,010-001140000350367,FARMAKIO ANAST PETSA ARTA GR,20.06,0.00,"20,982.01"
12/13/2022,12/10/2022,12/13/2022,69,030-001140000231983,TSIRONIS L.& CO LP ARTA GR,5.00,0.00,"20,977.01"
12/13/2022,12/10/2022,12/13/2022,69,030-001140000232120,HONDOS CENTER ARTA GR,53.80,0.00,"20,923.21"
